title,author,rating,isbn,
Summa Theologica  5 Vols,Thomas Aquinas,4.1,870610635,
Selected Writings,Thomas Aquinas-Ralph McInerny,3.9,140436324,
Selected Philosophical Writings,Thomas Aquinas-Timothy McDermott,3.86,192835858,
Treatise on Happiness,Thomas Aquinas-John A. Oesterle,3.84,268018499,
New Jewish Wedding  Revised,Anita Diamant,3.96,743202554,
How to Be a Jewish Parent: A Practical Handbook for Family Life,Anita Diamant-Karen Kushner,3.95,805211160,
Every Second Counts,Lance Armstrong-Sally Jenkins,3.52,224064738,
The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer-Herb Johnson,4.37,374517886,
Der Golem,Isaac Bashevis Singer,3.75,349175710X,
Collected Stories III: One Night in Brazil to The Death of Methuselah,Isaac Bashevis Singer-Ilan Stavans,4.62,1931082634,
The Slave,Isaac Bashevis Singer-Cecil Hemley,4.17,374506809,
Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer-Ilan Stavans,4.49,1931082618,
Blind Flight,Hilary Milton,3.71,590321145,
Tornado!,Hilary Milton,3.6,531045420,
From the Age of Discovery to a World at War (America: The Last Best Hope #1),William J. Bennett,4.24,1595550550,
Democracy in America Volume 2,Alexis de Tocqueville-Eduardo Brandão-Phillips Bradley-Luann Walther,4.16,679728260,
On Democracy  Revolution  and Society,Alexis de Tocqueville-John Stone-Stephen Mennell,4.09,226805271,
The Two Tocquevilles  Father and Son,R.R. Palmer,2,691054959,
The Iron Dragon's Daughter,Michael Swanwick,3.7,380972336,
The Book of Five Rings,Miyamoto Musashi-Thomas Cleary,4.08,1570627487,
The Book of Five Rings,Miyamoto Musashi-Thomas Cleary,4.08,1590302486,
The Lord of the Rings Sketchbook,Alan  Lee-Ian McKellen,4.27,618640142,
Birthday (Ring  #4),Kōji Suzuki-Glynne Walley,3.68,1932234292,
The Book of Five Rings,Miyamoto Musashi-William Scott Wilson-Shiro Tsujimura,4.08,4770028016,
The Deception of the Emerald Ring (Pink Carnation  #3),Lauren Willig,3.9,525949771,
Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),Satoru Kannagi-Hotaru Odagiri,4.02,1569708843,
Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi-Hotaru Odagiri,3.95,1569708851,
1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van-Robert W. Ebendorf-Lark Books,4.22,1579905080,
The Postman Always Rings Twice,James M. Cain,3.8,752861743,
The Ring Bearer,Laura Godwin-John Wallace,3.62,078685510X,
Legend of the Five Rings RPG,Rich Wulf-Shawn Carman-Seth Mason-Rob Vaux-Katie Yates-Brian Yoon-Fred Wan-D.J. Trindle,3.78,1594720355,
The Lord of the Rings and Philosophy: One Book to Rule Them All,Gregory Bassham-Eric Bronson,4.28,812695453,
The Ruby Ring,Diane Haeger,3.69,1400051738,
Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi-Hotaru Odagiri-Allison Markin Powell,3.98,1569709041,
The Rings of Saturn,W.G. Sebald-Michael Hulse,4.26,99448920,
Only the Ring Finger Knows,Satoru Kannagi-Hotaru Odagiri-Sachiko Sato,4.1,1569709807,
The Ring  Volume 1,Misao Inagaki-Hiroshi Takahashi,3.6,1593070543,
Dragon Head  Volume 1 (Dragon Head  #1),Minetarō Mochizuki,3.69,1595329145,
The Road To War  1933 39,Andrew      Hunt,0,340774770,
The Drifting Classroom  Vol. 5 (Drifting Classroom),Kazuo Umezu,3.86,1421509571,
The Drifting Classroom  Vol. 1,Kazuo Umezu,3.78,1421507226,
The Drifting Classroom  Vol. 6 (The Drifting Classroom),Kazuo Umezu,3.87,142150958X,
The Drifting Classroom  Vol. 7 (The Drifting Classroom),Kazuo Umezu,3.94,1421509598,
The Drifting Classroom  Vol. 2 (Drifting Classroom),Kazuo Umezu,3.97,1421507234,
The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,3.9,1421509563,
The Franco-Prussian War,Michael Eliot Howard,4.05,415266718,
My Uncle Napoleon,Iraj Pezeshkzad-Dick Davis-Azar Nafisi,4.15,812974433,
Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi-Dick Davis-Azar Nafisi,4.52,143104934,
Lord of the Flies,William Golding,3.67,571084834,
Birds of a Feather (Maisie Dobbs  #2),Jacqueline Winspear,3.96,719566231,
Killer 7 Official Strategy Guide,Brady Games,4,744004446,
Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,3.7,744006457,
World of Warcraft Atlas,Brady Games,4.08,744004411,
Manhunt Official Strategy Guide,Tim Bogenn,4,744003229,
The Road to Jerusalem (The Knight Templar  #1),Jan Guillou-Anna Paterson,3.99,752848372,
Buddhism: A Concise Introduction,Huston Smith-Philip Novak,3.89,60730676,
Vendetta: Coq Rouge VI,Jan Guillou,3.78,9119030320,
Arvet efter Arn (The Crusades Trilogy  #4),Jan Guillou,3.76,9164200035,
Ondskan,Jan Guillou,3.81,911811332X,
Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,Huston Smith,4.01,1591810086,
I'll Be Home Before Midnight and I Won't Get Pregnant,Anthony E. Wolf,0,394755669,
Beneath the Wheel,Hermann Hesse-Michael E. Roloff,3.84,031242230X,
Beneath the Wheel,Hermann Hesse-Michael E. Roloff,3.84,553058592,
Love Mode  Vol. 3,Yuki Shimizu,4.16,1598160125,
Love Mode  Vol. 1,Yuki Shimizu,3.92,1598160109,
Love Mode  Vol. 5,Yuki Shimizu,4.32,1598160141,
Love Mode  Vol. 2,Yuki Shimizu,4.24,1598160117,
Love Mode  Vol. 6,Yuki Shimizu,4.23,159816015X,
Balzac And The Little Chinese Seamstress,Dai Sijie-Ina Rilke,3.64,99452243,
Lost Illusions (La Comédie Humaine),Honoré de Balzac-Ellen Marriage-George Saintsbury,4.16,1406506583,
The Black Sheep,Honoré de Balzac-Donald Adamson,3.98,140442375,
A Harlot High and Low,Honoré de Balzac-Rayner Heppenstall,4.05,140442324,
The Girl With The Golden Eyes,Honoré de Balzac,3.37,1419163868,
Le Chef-D'Œuvre Inconnu,Honoré de Balzac,3.87,2868050131,
Cousin Pons,Honoré de Balzac-Herbert J. Hunt,3.99,140442057,
The Torrent; Novellas And Short Stories,Anne Hébert,3.26,887721400,
The Medium is the Massage,Marshall McLuhan-Quentin Fiore-Jerome Agel,3.95,1584230703,
Essential McLuhan,Marshall McLuhan-Eric McLuhan-Frank Zingrone,4.04,415162459,
Understanding Media: The Extensions of Man,Marshall McLuhan-W. Terrence Gordon-Philip B. Meggs,4.11,1584230738,
The Best American Sports Writing 2006,Michael     Lewis-Glenn Stout,3.75,618470220,
Kinfolk,Pearl S. Buck,4.18,1559211563,
Pearl S. Buck: A Cultural Biography,Peter Conn,4.17,521639891,
Three Daughters of Madame Liang,Pearl S. Buck,3.88,1559210400,
The Mother,Pearl S. Buck,4.02,1559210915,
Glamorama,Bret Easton Ellis,3.46,3453190149,
Unter Null,Bret Easton Ellis,3.58,3462028588,
Glamorama,Bret Easton Ellis-Pierre Guglielmina,3.46,2264031913,
A media luz,Jay McInerney-Mariano Antolín Rato,3.74,8440631464,
El último de los Savage,Jay McInerney-José Manuel Álvarez-Flórez,3.7,8440666950,
Luces de neón,Jay McInerney-Elena Rius,3.76,8435013162,
Bright Lights  Big Ass,Jen Lancaster,4.06,451221257,
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,515141658,
Rebellion (The MacGregors  #0.1),Nora Roberts,3.91,373285434,
Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.81,373285248,
Spellbound (Once Upon  #1),Nora Roberts,3.8,515140775,
Angels Fall,Nora Roberts,3.99,399153721,
True Betrayals / Montana Sky / Sanctuary,Nora Roberts,4.4,399147314,
First Impressions,Nora Roberts,3.73,373285388,
Public Secrets,Nora Roberts,4.02,553589474,
The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,4.09,373285132,
The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,4.11,037328523X,
Kissing in Manhattan,David Schickler,3.61,385335679,
Making Democracy Work: Civic Traditions in Modern Italy,Robert D. Putnam,3.83,691037388,
The Comparative Study of Political Elites,Robert D. Putnam,3.75,131541951,
A Random Walk Down Wall Street,Burton G. Malkiel,4.08,393057828,
A Random Walk Down Wall Street,Burton G. Malkiel-Christopher Flavin,4.08,393019993,
Identity Crisis,Brad Meltzer-Rags Morales-Michael Bair-Joss Whedon,4.04,1401204589,
The Ethics of Identity,Kwame Anthony Appiah,3.85,691130280,
Superman: Secret Identity,Kurt Busiek-Stuart Immonen,4.24,1401204511,
The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,4.16,737303948,
Double Identity,Margaret Peterson Haddix,4.02,689873743,
Identity,Milan Kundera-Linda Asher,3.68,60175648,
Slowness,Milan Kundera-Linda Asher,3.66,60928417,
Laughable Loves,Milan Kundera-Suzanne Rappaport,3.87,571206921,
The Book of Laughter and Forgetting,Milan Kundera,4,571203876,
Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4,1400078393,
Homer Price,Robert McCloskey,4.08,142404152,
The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,3.92,465024963,
The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Padraic Colum-Willy Pogány,3.89,689868839,
The Coalwood Way: A Memoir  (Coalwood  #2),Homer Hickam,4.13,440237165,
Man's Search for Meaning,Viktor E. Frankl-Ilse Lasch-Harold S. Kushner-William J. Winslade,4.36,807014273,
Man's Search for Meaning,Viktor E. Frankl-Ilse Lasch-Gordon W. Allport,4.36,1844132390,
World Is Flat,Thomas L. Friedman,3.68,713998784,
The Lexus And The Olive Tree,Thomas L. Friedman,3.59,6551394,
Good Grief: The Story of Charles M. Schulz,Rheta Grimsley Johnson,3.72,886875536,
Peanuts: The Art of Charles M. Schulz,Chip Kidd-Jean Schulz-Charles M. Schulz-Geoff Spear,4.38,375714634,
Autobiography of a Yogi,Paramahansa Yogananda,4.23,8120818946,
To the Last Man: A Novel of the First World War,Jeff Shaara,4.22,345461363,
African Nights,Kuki Gallmann,3.8,60954833,
Angels & Demons,Dan Brown,3.88,743486226,
Letters of St. Augustine,Augustine of Hippo,4.42,800730305,
Love and Saint Augustine,Hannah Arendt-Joanna Vecchiarelli Scott-Judith Chelius Stark,3.92,226025977,
William Shakespeare,William Shakespeare-David Scott Kastan-Marina Kastan-Glenn Harrington,4.21,439357713,
Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge-Erica Jankovich,2.62,1584794941,
Me vs. Me,Sarah Mlynowski,3.65,373895887,
Spells & Sleeping Bags (Magic in Manhattan  #3),Sarah Mlynowski,4.05,385733879,
Bras & Broomsticks (Magic in Manhattan  #1),Sarah Mlynowski,3.72,385731841,
Monkey Business,Sarah Mlynowski,3.66,778300854,
Frogs & French Kisses (Magic in Manhattan  #2),Sarah Mlynowski,3.97,385731825,
Big Anthony and the Magic Ring,Tomie dePaola,4.1,156119072,
Patrick: Patron Saint of Ireland,Tomie dePaola,4.06,823410773,
The Rattle-Rat,Janwillem van de Wetering,3.97,1569471037,
Robert Van Gulik: His Life His Work,Janwillem van de Wetering-Arthur P. Yin,3.56,156947124X,
Revolutionary Girl Utena  Vol. 2: To Plant,Chiho Saitō,4,1591162068,
Revolutionary Girl Utena  Vol. 3: To Sprout,Chiho Saitō-Be-Pas,4.05,1591162076,
Revolutionary Girl Utena  Vol. 4: To Bud,Chiho Saitō,4.06,1591160685,
Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saitō-Lillian Olsen-Be-Papas,4.01,1591161452,
The Enneads,Plotinus-Stephen MacKenna-John M. Dillon,4.04,014044520X,
Ennead IV (Plotinus IV),Plotinus-A.H. Armstrong,4.45,674994884,
Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2),Karl Jaspers-Ralph Manheim,3.96,156075008,
La CIA y la guerra fría cultural,Frances Stonor Saunders,3.99,8483064650,
The Cultural Cold War: The CIA and the World of Arts and Letters,Frances Stonor Saunders,3.99,1565846648,
Trust Fund,Stephen W. Frey,3.72,345428307,
The Chairman (Christian Gillette  #1),Stephen W. Frey,3.98,345457617,
The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Carole Marsh,3.61,635034700,
The Mystery in the Rocky Mountains,Carole Marsh,3.75,063502389X,
The Mystery on the Mighty Mississippi,Carole Marsh,3.5,635023911,
Medal of Honor: Rising Sun (Prima's Official Strategy Guide),Mark Cohen,3.67,761542914,
The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Peter Olafson,4.31,076155548X,
Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.98,553803522,
The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,Daniel Goleman-Warren Bennis,3.9,1593979746,
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.01,055380491X,
Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,4.05,1590300106,
The MacMillan Bible Atlas,Yohanan Aharoni-Michael Avi-Yonah,4.35,25006053,
Paris 1919: Six Months that Changed the World,Margaret MacMillan-Richard Holbrooke,4.07,375760520,
Die Winterfestung,Elizabeth A. Lynn,3.56,342670210X,
Der Rat der Hexer,Elizabeth A. Lynn-Roland Fleissner,3.8,3426702118,
Die Träumer von Kendra,Elizabeth A. Lynn-Roland Fleissner,3.86,3426702126,
Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Xenophon-Edgar C. Marchant-G.W. Bowersock,3.94,674992024,
Primary English: Knowledge and Understanding,Jane Medwell-David Wray,3.89,1844450937,
The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel-Carl Joachim Friedrich,3.37,75536552,
Wissenschaft der Logik: Die Lehre Vom Begriff (1816),Georg Wilhelm Friedrich Hegel,4.8,3787307672,
Existentialism from Dostoevsky to Sartre,Walter Kaufmann,4.08,452009308,
Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre-Michael Walzer-George J. Becker,3.79,805210474,
CSS: The Definitive Guide,Eric A. Meyer,4,596527330,
Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa-Akira Watanabe,4.59,142151379X,
Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue-Hiromu Arakawa-Alexander O. Smith-Rich Amtower,4.57,1421502224,
Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12),Hiromu Arakawa-Akira Watanabe,4.6,1421508397,
The Problem of Pain,C.S. Lewis,4.09,6280935,
Programming in C,Stephen G. Kochan,3.95,672326663,
Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,3.86,131492020,
Absolute C++,Walter J. Savitch,3.84,321468937,
The Odyssey,Homer-Edward McCrorie-Richard P. Martin,3.75,801882672,
The Odyssey (New Translations from Antiquity),Homer-Edward McCrorie-Richard P. Martin,3.75,801868548,
Bulfinch's Mythology,Thomas Bulfinch-Richard P. Martin,4.1,62700251,
Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner-Sharon R. Vaughn-Alison Boardman,3.77,1593854463,
Seven Gothic Tales,Isak Dinesen-Karen Blixen,3.94,141187190,
Last Tales,Isak Dinesen-Karen Blixen,4.09,679736409,
Isak Dinesen: The Life of a Storyteller,Judith Thurman,4.07,312135254,
Out of Africa / Shadows on the Grass,Isak Dinesen-Karen Blixen,4.24,679724753,
Letters from Africa  1914-1931,Isak Dinesen-Karen Blixen-Frans Lasson-Anne   Born,4.21,226153118,
Witness,Karen Hesse,3.71,439272009,
The Cats In Krasinski Square,Karen Hesse-Wendy Watson,4.12,439435404,
The Music of Dolphins,Karen Hesse,3.82,590897985,
Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,3.56,015601209X,
Sisters,Danielle Steel,3.83,385340222,
The Long Road Home,Danielle Steel,3.99,552145025,
Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides-Paul Roche,3.95,393093123,
Leadership Challenge,James M. Kouzes,4.05,787983500,
It's A Magical World,Bill Watterson,4.76,751517208,
Something Under the Bed Is Drooling,Bill Watterson,4.7,751504831,
Calvin et Hobbes 7: Que fait la police ?,Bill Watterson-Laurent Duvault,4.43,2258036429,
Calvin y Hobbes 10: El tiempo está loco,Bill Watterson,5,8440685416,
The Revenge of the Baby-Sat,Bill Watterson,4.72,590452185,
The Kestrel,Lloyd Alexander,3.99,141310693,
The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1),Richard A. Knaak,3.72,441014224,
Firedrake (Dragonrealm  #1),Richard A. Knaak,3.78,595092144,
Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak-Margaret Weis,3.9,786931965,
The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Richard A. Knaak,3.88,441014453,
Children of the Drake (Dragonrealm: Origins  #2),Richard A. Knaak,3.88,059509208X,
Sleeping Beauty Trilogy (Sleeping Beauty  #1-3),A.N. Roquelaure-Anne Rice,3.99,452156610,
Beauty's Punishment,A.N. Roquelaure-Anne Rice,3.62,452266629,
The Land of the Dead (Tales from the Odyssey  #2),Mary Pope Osborne-Homer-Troy Howell,3.99,786809299,
The One-Eyed Giant (Tales from the Odyssey  #1),Mary Pope Osborne-Homer-Troy Howell,3.88,786809280,
Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne-Natalie Pope Boyce-Salvatore Murdocca,4.04,375832211,
The Final Battle (Tales from the Odyssey  #6),Mary Pope Osborne-Troy Howell,4.08,786809949,
Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Pope Osborne-Natalie Pope Boyce-Salvatore Murdocca,4.06,375823786,
Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne-Natalie Pope Boyce-Salvatore Murdocca,4.07,375832203,
Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne-Salvatore Murdocca,4.03,1400091055,
Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne-Salvatore Murdocca,3.93,067989070X,
Complete Poems  1904-1962,E.E. Cummings,4.35,871401525,
100 Selected Poems,E.E. Cummings,4.31,394172191,
Selected Poems,E.E. Cummings-Richard S. Kennedy,4.22,871401541,
Tulips & Chimneys,E.E. Cummings-Richard S. Kennedy,4.38,871401657,
Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer-R. Carlos Nakai,3.56,1423601742,
The Coal Tattoo,Silas House,4.04,345480058,
Clay's Quilt,Silas House,3.95,345450698,
Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,805427317,
Scholastic Success with 4th Grade Workbook,Terry Cooper,4.57,439569729,
The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4.03,785113444,
Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.86,373802358,
Coyote Dreams (Walker Papers  #3),C.E. Murphy,4,373802722,
Empire,Michael Hardt-Antonio Negri,3.77,674006712,
Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Antonio Negri-Michael Hardt,3.98,816636702,
Time for Revolution,Antonio Negri-Matteo Mandarini,3.67,826479316,
The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Timothy S. Murphy-Abdul-Karim Mustapha,4.12,745323375,
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,743270371,
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,1416542264,
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,1585479004,
President Dad  Volume 2,Ju-Yeon Rhim,3.47,1595322353,
Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada-Lance Williams,3.79,1592402682,
Dark Water,Kōji Suzuki-Glynne Walley,3.61,1932234225,
In Dark Waters,Mary Burton,3.8,373274483,
Cast in Dark Waters (Cemetery Dance Novella Series  #11),Ed Gorman-Tom Piccirilli-Keith Minnion,3.31,1587670135,
Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland-Oswald Chambers,4.45,1572930500,
Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.78,312982011,
C++ Programmer's Notebook,Jim Keogh-John Shapley Gray,3,130887013,
The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.7,679451218,
The National Geographic Society: 100 Years of Adventure & Discovery,C.D.B. Bryan,4.12,810982196,
Park Profiles: Grand Canyon Country (Park Profiles),National Geographic Society,4.1,792270320,
Canada's Incredible Coasts,Donald J. Crump-William R. Gray,3.71,870448293,
Shout Out Loud! 2,Satosumi Takaguchi,3.95,1598163175,
Shout Out Loud! 5,Satosumi Takaguchi,3.95,1598163205,
Can't Win With You 1,Satosumi Takaguchi-Yukine Honami,3.57,1569708126,
叫んでやるぜ! (1) (あすかコミックスCL-DX),Satosumi Takaguchi-Satosumi Takaguchi,3.68,4048526456,
叫んでやるぜ! (3) (ASUKA COMICS CL-DX),Satosumi Takaguchi-Satosumi Takaguchi,3.94,4048529293,
叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi-Satosumi Takaguchi,3.95,4048527851,
Soups,Norman Kolpas-Allan Rosenberg-Chuck Williams-Laurie Wertz,3.93,783502508,
Pies and Tarts,Chuck Williams-Laurie Wertz-John Phillip Carroll,3.76,783502001,
The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,4.49,067429503X,
Michael's Golden Rules,Deloris Jordan-Roslyn M. Jordan-Michael Jordan-Kadir Nelson,3.95,689870167,
Confessions of an Actor,Laurence Olivier,3.71,671417010,
For Lust of Knowing: The Orientalists and Their Enemies,Robert Irwin,3.7,140289232,
The Arabian Nightmare,Robert Irwin,3.85,1585672173,
The Plot Against America,Philip Roth,3.75,224074539,
Continental Drift,Russell Banks,3.87,60854944,
The Darling,Russell Banks,3.78,60957352,
Affliction,Russell Banks-Pierre Furlan,3.99,2742722807,
Success Stories,Russell Banks,3.72,60927194,
Cloudsplitter,Russell Banks,3.9,60930861,
A Multitude of Sins,Richard Ford,3.74,037572656X,
Rock Springs,Richard Ford,4.06,99448971,
The Custom of the Country,Edith Wharton-Linda Wagner-Martin,4.03,143039709,
Quicksand,Nella Larsen,3.67,486451402,
Their Eyes Were Watching God,Zora Neale Hurston-Ruby Dee,3.9,60776536,
Novels and Stories,Zora Neale Hurston-Cheryl A. Wall,4.37,940450836,
Their Eyes were Watching God,Zora Neale Hurston-Michele-Denise Woods,3.9,1402519745,
Plato on Knowledge and Reality,Nicholas P. White,3.86,915144220,
A Companion to Plato's Republic,Nicholas P. White,3.65,915144921,
Something Rotten (Thursday Next  #4),Jasper Fforde,4.15,014303541X,
Lost in a Good Book (Thursday Next  #2),Jasper Fforde,4.14,142004030,
The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.1,143034359,
First Among Sequels (Thursday Next  #5),Jasper Fforde,4.01,670038717,
The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,142001805,
The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,034073356X,
Chop Shop (Bug Man  #2),Tim Downs,4.22,1582294011,
Shoofly Pie (Bug Man  #1),Tim Downs,4.18,1582293082,
RG Veda  Vol. 01,CLAMP,3.72,1595324844,
Trapped!,Arthur J. Roth,3.71,590326295,
Augustine,Henry Chadwick,3.74,192875345,
The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church),Henry Chadwick,4.21,199265771,
East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Henry Chadwick,3.88,199280169,
Satan in Goray,Isaac Bashevis Singer-Jacob Sloan-Ruth R. Wisse,3.86,374524793,
Lights Out,Peter Abrahams,3.66,345445783,
Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,60737042,
Red Message,Peter Abrahams,3.43,380898039,
James Tiptree  Jr.: The Double Life of Alice B. Sheldon,Julie Phillips,4.24,312203853,
Her Smoke Rose Up Forever,James Tiptree Jr.,4.21,1892391201,
Ten Thousand Light-Years From Home,James Tiptree Jr.,3.99,441801811,
The Starry Rift,James Tiptree Jr.,3.82,312890214,
Teaching to Transgress: Education as the Practice of Freedom,bell hooks,4.36,415908086,
Desde mi cielo,Alice Sebold-Aurora Echevarría,3.79,307209431,
In meinem Himmel,Alice Sebold,3.79,3442545528,
The Roman Empire,Colin      Wells,3.58,674777700,
Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.9,451217608,
Economics,Paul Krugman-Robin Wells,3.95,716799561,
Development  Geography  and Economic Theory,Paul Krugman,3.99,026261135X,
Pop Internationalism,Paul Krugman,3.67,262611333,
An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,4.12,786016078,
Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.01,786016051,
Dead Of Winter (Louis Kincaid  #2),P.J. Parrish,3.94,786011890,
Thicker Than Water (Louis Kincaid  #4),P.J. Parrish,4.09,786014202,
Teleportation: From Star Trek to Tesla,Commander X-Tim R. Swartz,2.83,1892062437,
Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith-Steve Erickson,4.1,977312798,
Gravity's Rainbow,Thomas Pynchon,4.03,553102710,
Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,385495544,
The Gifts of the Jews: How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels,Thomas Cahill,3.87,074595054X,
The Gospel According to Luke: KJV,Anonymous-Thomas Cahill,4.66,802136184,
The Third Policeman,Flann O'Brien-Denis Donoghue,4.02,156478214X,
Auge y caída de las grandes potencias,Paul Kennedy,4.1,849793167X,
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides-Robert B. Strassler-Richard Crawley-Victor Davis Hanson,3.89,684827905,
Six Haunted Hairdos (The Hamlet Chronicles  #2),Gregory Maguire-Elaine Clayton,3.53,64407209,
Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Marion Woodman-Elinor Dickson,4.23,1570623139,
Pope Joan,Donna Woolfolk Cross,4.07,345416260,
Pope Joan: Translated & Adapted from the Greek,Emmanuel Rhoides-Lawrence Durrell,3.93,720610656,
Glass Houses (The Morganville Vampires  #1),Rachel Caine,3.92,451219945,
The Glass House (Captain Lacey  #3),Ashley Gardner,4.04,425199436,
Glass House,Philip Johnson-Toshio Nakamura,4,1580931863,
The Echo of Greece,Edith Hamilton,4.1,393002314,
Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides-Aeschylus-Edith Hamilton,4.05,393002039,
The Analects,Confucius-D.C. Lau,3.84,140443487,
The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,743428188,
La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Indu Sundaresan-Alberto Coscarelli,4.04,8425337607,
The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,143028588,
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,345384563,
Buddha,Karen Armstrong,3.89,143034367,
Islam: A Short History,Karen Armstrong,4.02,081296618X,
The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,4,385721277,
The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,345391691,
