title,author,rating,isbn,
Muhammad: A Biography of the Prophet,Karen Armstrong,4.15,62508865,
The Analects of Confucius: A Philosophical Translation,Confucius-Henry Rosemont Jr.-Roger T. Ames,3.84,345434072,
Analects,Confucius-Edward Slingerland,3.84,872206351,
The Analects of Confucius,Confucius-Arthur Waley,3.84,679722963,
Hiroshima,John Hersey,3.96,679721037,
The Wall,John Hersey,4.28,394756967,
Creating Contagious Leadership,John Hersey,3,097455930X,
Silent Spring,Rachel Carson-Linda Lear-Edward O. Wilson,3.97,618249060,
The Edge of the Sea,Rachel Carson-Sue Hubbell-Bob Hines,4.24,844670146,
The Sense of Wonder,Rachel Carson-Charles Pratt-Nick Kelsh-Linda Lear,4.39,006757520X,
The House of Life: Rachel Carson at Work,Paul Brooks-Rachel Carson,3.93,395517427,
Under the Sea Wind (Nature Classic),Rachel Carson-Bob Hines,4.12,140253807,
Black Meets White,Justine Korman Fontes-Geoff Waring,3.5,763619337,
Back Bay (Peter Fallon  #1),William Martin,3.91,446363162,
Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams-Caroline Fitzgerald,3.57,143019295,
"Since ""Silent Spring""",Frank  Graham,3.86,449231410,
A Civil Action,Jonathan Harr,3.96,679772677,
The Lost Painting,Jonathan Harr,3.72,375759867,
The Lost Painting,Jonathan Harr,3.72,375431535,
Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,3.9,679723129,
The Library of Greek Mythology,Apollodorus-Robin Hard,3.98,192839241,
The Library 1  Books 1-3.9,Apollodorus-James George Frazer,3.92,674991354,
The Library of Apollodorus: Gods and Heroes of the Greeks,Apollodorus-Selwyn Reginald Cudjoe-Leonard Baskin,3.98,870232061,
Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,Apollodorus-Hyginus-R. Scott Smith-Stephen M. Trzaskoma,3.92,872208206,
Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana,Apollodorus-Richard Wagner,0,3598715439,
Theogony and Works and Days,Hesiod-M.L. West,3.74,192839411,
The Works and Days/Theogony,Hesiod,3.74,1419188518,
Theogony/Works and Days/Shield,Hesiod-Apostolos N. Athanassakis,3.97,801879841,
The Works and Days/Theogony/The Shield of Herakles,Hesiod-Richmond Lattimore,3.97,472081616,
The Poems,Hesiod-R.M. Frazer-Mary Sue Roniger,3.74,806118466,
Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts),Hesiod-Friedrich Solmsen-Reinholdo Merkelbach,4,198140711,
Works of Hesiod and the Homeric Hymns,Hesiod-Daryl Hine,3.72,226329658,
The Georgics of Virgil,Virgil-David Ferry,3.85,374530319,
The Death of Virgil,Hermann Broch-Jean Starr Untermeyer,4.19,679755489,
The Eclogues of Virgil,Virgil-David Ferry,3.91,374526966,
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,385422989,
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,038542339X,
Waterfront: A Walk Around Manhattan,Phillip Lopate,3.74,385497148,
The DC Comics Encyclopedia,Scott Beatty-Robert Greenberger-Phil Jimenez-Daniel  Wallace,4.29,075660592X,
The Marvel Encyclopedia,Tom DeFalco-Peter Sanderson-Michael Teitelbaum-Daniel  Wallace-Tom Brevoort-Andrew Darling,4.36,756623588,
Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture,J. Ed Komoszewski-Daniel B. Wallace-M. James Sawyer,4.19,082542982X,
The Offa Trail,Sylvia Moody-Gay Gallsworthy,0,333533917,
The Great Gatsby,F. Scott Fitzgerald-Matthew J. Bruccoli,3.91,684801523,
Daniel Deronda,George Eliot,3.83,1857151631,
Daniel Deronda,George Eliot-Earl L. Dachslager-George Stade,3.83,1593082908,
King Leopold's Ghost,Adam Hochschild,4.16,618711678,
The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,4.06,61238236,
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,4.13,60753633,
The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,4.09,038549517X,
The Evolution Of Desire: Strategies of Human Mating,David M. Buss,4.07,046500802X,
Leaves of Grass,Walt Whitman,4.12,1416523715,
Leaves Of Grass,Walt Whitman,4.12,681224770,
Middlesex,Jeffrey Eugenides,4,965045641,
The Liberated Bride,A.B. Yehoshua-Hillel Halkin,3.76,156030160,
Plan of Attack,Bob Woodward-Alice Mayhew,3.67,743255488,
The Commanders,Bob Woodward,3.71,743234758,
Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.66,743274032,
Shadow: Five Presidents and the Legacy of Watergate,Bob Woodward,3.71,684852632,
Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.23,395959918,
Left Behind (Left Behind  #1),Tim LaHaye-Jerry B. Jenkins,3.83,842342702,
Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye-Jerry B. Jenkins,4.03,842332367,
Desecration (Left Behind  #9),Tim LaHaye-Jerry B. Jenkins,4.01,842332294,
Nicolae (Left Behind  #3),Tim LaHaye-Jerry B. Jenkins,3.96,078622469X,
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus-Alan Jolis,4.09,1586481983,
Working with Emotional Intelligence,Daniel Goleman,3.82,553378589,
On Intelligence,Jeff Hawkins-Sandra Blakeslee,4.13,805078533,
The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,Travis Bradberry-Jean Greaves-Patrick Lencioni,3.53,743273265,
Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman-Joe Knight-John  Case,4.1,1591397642,
Artificial Intelligence: A Modern Approach,Stuart Russell-Peter Norvig,4.16,137903952,
"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class""",Wilma Davidson-Jack   Dougherty,3.45,312317085,
Jackie After Jack: Portrait of the Lady,Christopher Andersen-Christopher Andersen,3.95,446607436,
To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,4.09,886771285,
A Tale of Love and Darkness,Amos Oz-Nicholas de Lange,4.22,015603252X,
סיפור על אהבה וחושך,Amos Oz-עמוס עוז,4.22,9650710744,
What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,3.49,60516054,
Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,465092756,
Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski-S.D. Schindler,3.93,525469788,
There Is Nothing Wrong with You: Going Beyond Self-Hate,Cheri Huber-June Shiver,4.18,971030901,
Dead Wrong (Joanna Brady  #12),J.A. Jance,4.03,60540907,
Sixty Million Frenchmen Can't Be Wrong,Jean-Benoît Nadeau-Julie Barlow,3.74,1402200455,
In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,3.98,60934433,
Acts of Faith,Philip Caputo,3.93,375725970,
Simple Acts of Faith: Heartwarming Stories of One Life Touching Another,Margaret Feinberg-Norman Rockwell,4.55,736910735,
The Nature of the Atonement: Four Views,James K. Beilby-Gregory A. Boyd-Joel B. Green-Bruce R. Reichenbach-Thomas R. Schreiner-Paul Rhodes Eddy,3.76,830825703,
The Cross From A Distance: Atonement In Mark's Gospel,Peter G. Bolt,3.87,083082619X,
Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,Margaret Thaler Singer-Robert Jay Lifton,3.92,787967416,
Mortals,Norman Rush,3.75,679737111,
Whites,Norman Rush,3.77,679738169,
Hasta que te encuentre,John Irving-Carlos Milla Soler,3.63,8483103311,
Howards End,E.M. Forster-Benjamin DeMott-Regina Marler,3.96,451530462,
Women  Cats: The History of a Love Affair,Michelle Lovric-Lisa Pentreath,4.23,1556525133,
The Line of Beauty,Alan Hollinghurst,3.73,1582346100,
Secretos De Familia,Julia Glass,3.56,8496525031,
The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love,Janet Geringer Woititz-Robert J. Ackerman,4.06,1558749608,
Bury the Chains,Adam Hochschild,4.27,618619070,
Bury the Chains,Adam Hochschild,4.27,333904915,
On Christian Belief (Works of Saint Augustine),Augustine of Hippo-Boniface Ramsey-Michael Fiedrowicz,4.09,1565482344,
Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,4.39,688003478,
Touch Not the Cat,Mary  Stewart,3.91,60823720,
The Gabriel Hounds,Mary  Stewart,3.91,61145394,
The Wicked Day (Arthurian Saga  #4),Mary  Stewart,4.09,60548282,
The Moonspinners,Mary  Stewart,4.03,60502959,
This Rough Magic,Mary  Stewart,4.05,60747471,
Nine Coaches Waiting,Mary  Stewart-Sandra Brown,4.02,1556526180,
Airs Above the Ground,Mary  Stewart,4.04,006074748X,
Madam  Will You Talk?,Mary  Stewart,4.04,60093560,
The Neverending Story,Michael Ende-Ralph Manheim-Roswitha Quadflieg,4.18,525457585,
The Night of Wishes,Michael Ende-Heike Schwarzbauer-Rick Takvorian-Regina Kehn-Regina Jehn,4.11,374455031,
Momo,Michael Ende,4.31,3570260968,
Mirror in the Mirror,Michael Ende-J. Maxwell Brownjohn,4.15,067080682X,
The Greek's Royal Mistress (Princess Brides  #2),Jane Porter,3.68,373124244,
La cantatrice chauve  suivi de La leçon,Eugène Ionesco,3.9,2070362361,
Death of a Perfect Wife (Hamish Macbeth  #4),M.C. Beaton,3.81,446614734,
The Millionaire Mind,Thomas J. Stanley,4.18,553813641,
Cold Sleep (Cold Series #1),Narise Konohara-Nanao Saikawa-Douglas W. Dlin,3.72,1569708878,
The Restless Sleep: Inside New York City's Cold Case Squad,Stacy Horn,3.49,143037293,
L'Étranger,Albert Camus,3.97,207030602X,
La caída,Albert Camus-Manuel de Lope,4.05,8420637017,
Le Premier homme,Albert Camus-Catherine Camus,3.95,2070401014,
Noces,Albert Camus,3.54,2070733467,
How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook,Stuart M. Matlins,3.96,1594731403,
The Basic Political Writings,Jean-Jacques Rousseau-Donald A. Cress-Peter Gray,3.87,872200477,
Henri Rousseau: Jungles in Paris,Christopher   Green-Frances Morris-Nancy Ireson-Claire Freches-Thory,4.06,810956993,
Julie  or the New Heloise,Jean-Jacques Rousseau-Philip Stewart-Jean Vache,3.46,874518253,
La Religieuse,Denis Diderot,3.69,2877141896,
Anesthesiology Review,Ronald J. Faust-Roy F. Cucchiara-Denise J. Wedel-C. Thomas Wass-Stephen H. Rose-Thomas N. Spackman,3.64,443066019,
Faust  Part Two,Johann Wolfgang von Goethe-Philip Wayne,3.73,140440933,
The Jew of Malta,Christopher Marlowe-H. Havelock Ellis,3.61,486431843,
The Trumpeter of Krakow,Eric P. Kelly-Janina Domanska,3.76,689829922,
Numerical Recipes in C: The Art of Scientific Computing,William H. Press-Saul A. Teukolsky-William T. Vetterling-Brian P. Flannery,4.18,521431085,
Numerical Recipes Example Book C++: The Art of Scientific Computing,William T. Vetterling-William H. Press-Saul A. Teukolsky,2.75,521750342,
Numerical Recipes: Example Book C,William T. Vetterling-Saul A. Teukolsky-William H. Press-Brian P. Flannery,3.86,521437202,
Eugene Onegin,Alexander Pushkin-James E. Falen,4.09,192838997,
Eugene Onegin,Alexander Pushkin-Charles Johnston-Michael Basker-John Bayley,4.09,140448039,
Eugene Onegin,Alexander Pushkin-Charles Johnston-John Bayley,4.09,140443940,
Eugene Onegin,Alexander Pushkin-Walter W. Arndt,4.09,875011063,
Eugene Onegin: A Novel in Verse (Vol. 1),Alexander Pushkin-Vladimir Nabokov,4.22,691019053,
Eugene Onegin  Vol. II (Commentary),Alexander Pushkin-Vladimir Nabokov,4.22,691019045,
Eugene Onegin: A Novel in Verse,Alexander Pushkin-Douglas R. Hofstadter,4.09,465020941,
Eugene Onegin,Alexander Pushkin-Tom Beck,4.09,1903517281,
Iphigenia / Phaedra / Athaliah,Jean Racine-John Cairncross,3.85,140441220,
Data Structures and Algorithms in Java,Michael T. Goodrich-Roberto Tamassia,3.82,471738840,
Data Structures and Algorithm Analysis in C++,Mark Allen Weiss,3.87,032144146X,
Data Structures and Algorithms in C++,Adam Drozdek,3.71,534491820,
Data Structures and Abstractions with Java,Frank M. Carrano-Walter J. Savitch,3.44,013237045X,
Data Structures and Algorithm Analysis in C,Mark Allen Weiss,3.81,201498405,
Data Structures and Algorithms in C++,Adam Drozdek,3.71,534375979,
Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching,Robert Sedgewick,4.14,201314525,
Savage Stone Age Sticker Book (Horrible Histories),Terry Deary,4,439959047,
The Girl  the Dragon  and the Wild Magic (Rhianna  #1),Dave Luckett,3.86,439411874,
Wildfire (Drinker of Souls: Wild Magic  #2),Jo Clayton,3.71,886775140,
A Sudden Wild Magic,Diana Wynne Jones,3.76,575601973,
Wild Magic (Drinker of Souls: Wild Magic  #1),Jo Clayton,3.72,886774969,
Exile's Children (Exiles  #1),Angus Wells,3.55,553299034,
Lords of the Sky,Angus Wells,3.94,553572660,
On a Dark Night I Left My Silent House,Peter Handke-Krishna Winston,3.33,374175470,
Selected Writings,Augustine of Hippo-Emilie Griffin-Mary T. Clark-Francine du Plessix Gray,4.31,60754664,
The Essential Augustine,Augustine of Hippo-Vernon J. Bourke,3.69,915144077,
A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.89,081257236X,
Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy,Robert F. Kennedy Jr.,4.09,60746874,
Remembering Jfk: Intimate And Unseen Photographs Of The Kennedys,Jacques Lowe-Hugh Sidey-Robert F. Kennedy Jr.-Thomasina Lowe-Tom Wolfe,4.34,233000119,
A Lie and a Libel: The History of the Protocols of the Elders of Zion,Binjamin W. Segel-Richard S. Levy-Sergei Nilus,3.56,803292457,
Citizen X: Killer Department,Robert Cullen,4.03,804111642,
A Mulligan for Bobby Jobe: A Novel,Bob Cullen,3.31,60933526,
Close Range,Annie Proulx,3.99,684852225,
Accordion Crimes,Annie Proulx,3.59,684831546,
That Old Ace in the Hole,Annie Proulx,3.75,7151527,
Heart Songs and Other Stories,Annie Proulx,3.93,20360754,
Cider,Annie Proulx-Lew Nichols,3.64,1580175201,
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,3.95,743222989,
A History of Religious Ideas  Volume 3: From Muhammad to the Age of Reforms,Mircea Eliade-Diane Apostolos-Cappadona-Alf Hiltebeitel,4.43,226204057,
Shamanism: Archaic Techniques of Ecstasy,Mircea Eliade-Wendy Doniger-Willard R. Trask,4.22,691119422,
Images and Symbols: Studies in Religious Symbolism,Mircea Eliade-Philip Mairet,4.15,069102068X,
The Myth of the Eternal Return or  Cosmos and History,Mircea Eliade-Willard R. Trask,4.23,691017778,
Youth Without Youth & Other Novellas (Romanian Literature & Thought in Translation),Mircea Eliade-Mac L. Ricketts-Matei Călinescu,3.92,814204570,
Bengal Nights,Mircea Eliade-Catherine Spencer,3.93,226204197,
Myth and Reality,Mircea Eliade-Willard R. Trask,4.07,1577660099,
Hope in the Dark,Rebecca Solnit,4.07,1841956600,
Dark Intimacy: Hope for Those in Difficult Prayer-Experiences,David J. Hassel,4,829407081,
River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,4.14,142004103,
Wanderlust: A History of Walking,Rebecca Solnit,3.92,140286012,
Storming the Gates of Paradise: Landscapes for Politics,Rebecca Solnit,4.2,520251091,
Situationist International Anthology: Revised and Expanded Edition,Ken Knabb,4.25,939682044,
Leaving the 20th Century: The Incomplete Work of the Situationist International,Chris Gray-Larry  Law,4.14,946061157,
Barrel Fever and Other Stories,David Sedaris-Amy Sedaris,3.79,1586212214,
Ich ein Tag sprechen hübsch,David Sedaris-Georg Deggerich-Harry Rowohlt,3.98,3453210719,
The Birth of Venus,Sarah Dunant,3.8,812968972,
One Hundred Years Of Solitude,Gabriel García Márquez,4.06,380452782,
One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,140157514,
Gabriel García Márquez: One Hundred Years of Solitude,Michael  Wood,4.51,521316928,
One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,330255592,
Asa  as I Knew Him,Susanna Kaysen,3.58,067975377X,
The Camera My Mother Gave Me,Susanna Kaysen,3.3,679763430,
Far Afield,Susanna Kaysen,3.82,679753761,
Durchgeknallt: Seelensprung. Ein Leben in zwei Welten,Susanna Kaysen,3.9,344272659X,
Bag of Bones,Stephen King,3.89,034071820X,
The Steps (Steps  #1),Rachel Cohn,3.58,689874146,
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,3.77,743250621,
Slaughterhouse Five,Kurt Vonnegut,4.07,844663662,
Timequake,Kurt Vonnegut,3.72,425164349,
The Eden Express: A Memoir of Insanity,Mark Vonnegut-Kurt Vonnegut,3.87,1583225439,
A Wicked Gentleman (Cavendish Square  #1),Jane Feather,3.62,1416525513,
Silver Nights,Jane Feather,3.53,380755696,
A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler-John Wallner-Alexandra Wallner,3.72,823408817,
Bound In Blood: The Erotic Journey of a Vampire,David Thomas Lord,3.32,1575667649,
On Vital Reserves,William  James-Stephen Vicchio,4.5,870611518,
Blue Shoes and Happiness,Alexander McCall Smith,4.06,1400075718,
The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan,4.35,1423101456,
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,786856866,
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.24,786838655,
The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan-Jesse Bernstein,4.35,739350331,
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.24,786282258,
When Santa Fell to Earth,Cornelia Funke-Paul   Howard-Oliver G. Latsch,3.74,043978204X,
Inkheart,Cornelia Funke-Anthea Bell,3.87,439709105,
Inkspell,Cornelia Funke-Anthea Bell,3.92,439554004,
Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,3.73,439849586,
Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke-Helena Ragg-Kirkby,3.92,439862698,
The Metaphysical Club,Louis Menand,4.07,7126905,
Vulcan's Forge (Philip Mercer  #1),Jack Du Brul,3.99,451412109,
Pandora's Curse (Philip Mercer #4),Jack Du Brul,4.17,451409639,
Charon's Landing (Philip Mercer  #2),Jack Du Brul,4.07,451412117,
The Medusa Stone (Philip Mercer  #3),Jack Du Brul,4.09,451409221,
River Of Ruin (Philip Mercer  #5),Jack Du Brul,4.19,451410548,
Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,4.17,451411188,
And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts-William Greider,4.39,312241356,
The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,Nadine Cohodas,3.96,684827212,
The Fermata,Nicholson Baker,3.69,701159995,
Ultima fermata: Auschwitz: Storia di un ragazzo ebreo durante il fascismo,Frediano Sessi-Cecco Mariniello,3.39,8879262122,
La mezzanine,Nicholson Baker,3.89,2264017694,
Checkpoint,Nicholson Baker,2.89,1400079853,
Double Fold: Libraries and the Assault on Paper,Nicholson Baker,3.42,375726217,
A Box of Matches,Nicholson Baker,3.67,375706038,
Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618446877,
Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618134247,
Last of the Wilds (Age of the Five  #2),Trudi Canavan,4.03,60815914,
Voice of the Gods (Age of the Five  #3),Trudi Canavan,4.08,60815922,
Priestess of the White (Age of the Five  #1),Trudi Canavan,3.86,60815701,
The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.96,1841493139,
